Tweet,Label,mood
aku suka loh ama kamu kpn bisa ketemu sayang,Love,Kasih
"eh plis ini lucu banget sedikit termotivasi deh sama cewenya, aku juga anaknya hampir sama, suka banget ambisius sampe lupa waktu",Love,Kasih
"suka banget deh sama karakter adin. gemes, persis kaya anak kecil bawelnya",Love,Kasih
"tapi sayang ibu kos ga jadi satu rumahnya sama kos, diluar kota malah. jadi ya ibuk kos gabisa liat langsung kelakuan mereka jadi tunggu aja blio dateng buat jenguk kos, soalnya blio suka dateng dadakan wkwk",Love,Kasih
"jihan ternyata suka nonton shiva, sama banget meskipun gak inget itunya",Love,Kasih
heyy dolie kamu suka kembang kan? nih ak kasih kamu kembang spesial bonus dapet ayang gratisnya,Love,Kasih
lagi suka banget sama foto ini wish me luck,Love,Kasih
"anggap lah apa sahaja, itu semuanya kami tidak peduli, naikkan harga getah, turunkan harga makanan.. usah kata adab, siap kasih sayang kami bagi",Love,Kasih
"udah dong~~ paling suka dan favorit banget tuh (some night) terus yg kedua, siren. duh, unnie cantik banget. highlight lagunya enak2. aah, makin gasabar. cold as hell, itu juga keren abis!! proud of you, unnie!",Love,Kasih
suka banget live performnya,Love,Kasih
"aku juga gak tau sih yaa, tiba2 aja gitu kepincut buat jadi jennie. aku suka senyumnya, lucu banget!",Love,Kasih
"hai, jinni! cantik banget profilenya. aku lagi suka lagu-lagunya cigarettes after sex sih, apalagi yang ini. kalau kamu akhir-akhir ini lagi suka dengerin apa? btw selamat ya untuk debutnya!",Love,Kasih
emang salah banget kah? kita pacaran kan juga karna suka dan ada rasa sayang,Love,Kasih
dia tuh anak word of affirmation banget bund kaya aku wkwk maaf ya aku suka cheesy juga,Love,Kasih
"jika engkau suka merendahkan kemungkinan cinta yang dekat, maka engkau akan dilanda ldrisasi cinta.",Love,Kasih
"halo, salam kenaal! glody yang tag kamu di fcv aku pfp kamu chaehyun, aku suka banget chaehyun dari gp99 karena dia mantan sm trainee juga. kamu ngerp jadi dia kaah?",Love,Kasih
"ga sih. tp jujur aku suka bgt kalo kak uju lagi main alat musik kayak, halo .. kamu ganteng banget ..",Love,Kasih
"krystal suka banget ama masakan tradisional nya mexico, yaitu burrito",Love,Kasih
"aku suka begadang, aku suka kopi, aku suka malam. tapi kesukaan terbesarku itu kamu",Love,Kasih
"kata orang, cinta itu artinya suka sama suka. kalo bagi aku, cinta itu artinya suka sama",Love,Kasih
"lebih baik perjuangin orang yang bener2 sayang, tulus sama kita, dari pada perjuangin orang yang kita suka yang belum bener2 sayang sm kita.",Love,Kasih
"boy william nih gw suka banget liat cara ngomong dia, keliatan pinter tapi gak yang arogan gitu",Love,Kasih
"ahh kakak suka xiao zhan to ah iya oath of love kapan tayangnyaa, padahal udah lama banget ituu ooo chemistrynya kurang ya kak berarti. wah iya chemistry nya mereka kenceng banget",Love,Kasih
"cape ya pura2 ga suka, pdhl aslinya suka banget",Love,Kasih
inuyasha soalnya suka banget romantis ya,Love,Kasih
nah ini suka banget,Love,Kasih
"aku sering banget ngeluh soal muka yangg sensitif, suka muncul breakout gak jelas dan dimana-mana, dan aku pengen deh punya muka yg glowing kayak cewek lainnya. kadang juga capek sama muka sendiri karna sering breakout",Love,Kasih
seneng banget bisa ketemu sama elf disini gpp kak mimin juga suka halu.,Love,Kasih
pliezt walaupun gw gatau yg lakik tp lucu banget kl di gabungin wkwkkw karena suka gemes sm yuh nya ariana grendong,Love,Kasih
"aaaa sama nder, tapi masih rumor sihh. mana di cie cie in satu kelas, termasuk aku hehe. aku suka dia, tapi aku juga ship dia ama temen aku kek kek mereka gemes banget",Love,Kasih
"fans jepang kalau bikin fanart wenzhou pasti suka ada cl nyempil, cl tuh anak wenzhou. gemes banget liatnya huhu",Love,Kasih
"sayang ini indah banget.. aku selalu suka gimana kamu selalu mengasosiasikan orang2 yang kamu sayang dengan setiap pelosok kota, kesannya mereka bener-bener ada di sana di samping kamu. aku setuju chan memang penuh dengan renjana, maka kita antar dia ke polaris sama2 ya?",Love,Kasih
tipu lah kalau i tak rindu guy yang suka buat lovebite dekat tits i,Love,Kasih
"kenapa aku suka senja? karena negeri ini kebanyakan pagi, kekurangan senja, kebanyakan gairah, kurang perenungan. {sujiwo tejo}",Love,Kasih
"cewek itu suka berpura-pura dan menutupi semua masalahnya, karena dia gak mau ngerepotin dan bikin khawatir orang yang dia sayang.",Love,Kasih
"janganlah jadi serangga, jadi manusia, agar kita boleh sayang menyayangi, cia cia cia",Love,Kasih
"greget banget sih, suka banget sama kucing. tapi ga boleh melihara kucing.",Love,Kasih
"dengan pengalaman kisah cinta yang kurang beruntung. kadang selalu overthinking setiap ada yang deketin, ujung""nya suka bingung jawab apa dan akhirnya skip. tapi kalau liat konten uwu uwu pasangan nikah muda, suka pengen jugaa",Love,Kasih
"aku cinta dia mak aku suka dia mak yang sedang"" saja..",Love,Kasih
aku rindu kamu :'),Love,Kasih
"bukti satu lg, bahwa proses untuk warga kecil sangat lamban. namun untuk pundi"" uang terus digenjot setiap bulan nya. juga lagi dan lagi birokrasi yang super menjelimet. kenapa pejabat suka banget bikin pusing diri sendiri ya? padahal otak saja gapunya",Love,Kasih
jika cinta dia jujurlah padaku na suruh orang jujur baru nanti marahji ka dia suka ki baru kita suka orang lain,Love,Kasih
"i suka kat you gila. and semua pasti tau pasal benda ni. tapi sekarang you pandang i pun tak. apa i boleh buat? kalau leveling lagi penting dari perasaan. you pergi la layan level you, i tetap dengan perasaan 'kasih sayang' yang allah beri ! perasaan bukan kita punya, allah punya",Love,Kasih
"manusia tuh beda-beda, isi kepalanya juga beda. ga semua orang suka dan nyaman dengan konten mlm wlw makanya dikasih tag. straight ship aja ada tagnya sendiri kok di base wkwkwwk kita bukannya homophobe tapi preventing dari adanya potensi keributan di dalam fandom",Love,Kasih
"engga. gua malah muak di sana. baru setengah bulan pengen pulang aja rasanya, alias engga nyaman. gua orangnya lebih suka ketenangan. di sana malah bebas ga karuan, ga ngerti situasi banget anak sana.",Love,Kasih
"huhuu makasih ya min udah buat ga ini aku suka keduanya , pertama tama qiao tuh baik banget sama orang-orang, padahal orang itu baru dia kenal dan qiao juga ga segan segan-segan buat nolong mereka, lao yan juga gemes bgt kalo lagi deketin qiao, aku suka bgt keduanya",Love,Kasih
"kalo skarang bakwaan! dulu gue ga suka banget bakwan, lebih suka risol. tp skarang bakwan selalu!",Love,Kasih
"aaa manis banget narasinyaa , suka suka aplgi sambil dengerin give me your forever",Love,Kasih
"masih bingungg, kenapa yaa akhir akhir ini suka banget sama boker",Love,Kasih
haloo nadhie huhu aku suka banget tulisan kamu buat lee chan huhu diksi kamu cantik banget tulisan kamu selalu megah huhu boleh gak temenan sama kamuu,Love,Kasih
semenjak nonton our beloved summer jadi suka banget sama choi woo sik,Love,Kasih
"kalo menurut juna, nara itu asik buat diajak ngobrol ya berarti itu mah nyaman sebagai teman aja. bukan yg 'suka' gitu kan? dan kalo pun juna pengen temenan aja sama nara, batas temanan nya jg dia harus jaga. topik ngobrol nya jangan kayak org pedekate ajg",Love,Kasih
"ttapi aku lebih suka make aksen british, walaupun engga paham banget tapi dengernya enakeun",Love,Kasih
suka banget sama a qiao!! imut lucu menggemaskan dan kuat terima kasih ga-nya!!,Love,Kasih
haloo min kalo mau ngajuin diri buat temenan boleh gak min (aku fans editan kamu nomor 1) aku follow kamu lewat 3 akunku serius aku punya buktinya aku suka banget editan kamu yang pensi itu :d,Love,Kasih
"waktu awal suka banget tuh karena sering dicengi di kokomz perkara gua pasang bio leebit di rp jadi dicengin lee kn*w cubit bgstt padahal itu nama skzoo-nya lino. -,- terus lama kelamaan baper sih gua.. maaf baperan terus confess, ternyata cubit menerima confessan gw.",Love,Kasih
"suka banget sama kedekatan mereka . aku mau ts tiffany lagi ah, siapa yang bersedia ts sooyoung nya??",Love,Kasih
"iyaa, suka banget gaya penulisannya ilana tan, ringan gt gampang dipahamii sksk",Love,Kasih
fellychibi aku suka banget sama detik jam |emang kenapa?| iya dia ga pernah lelah berdetik seperti aku yg ga pernah lelah utk mencintai kamu (Êƒâ£Æª),Love,Kasih
hohoho gpp gue suka malahan ajun cakep banget sial gue demen nih yg modelan begini,Love,Kasih
"gak tau, tapi aku suka banget tatapn nate(?) di sini",Love,Kasih
"pengen banget bilang suka,tapi apalah daya aku yang gengsian ini '_'",Love,Kasih
"tinggalin bbg komentar penyemangat/penenang buat member entah di komenan fancam, pm, ig mereka masing2, twt, dll. kita gabisa bikin haters suka sm member, tp kita bisa naikin rasa sayang kita ke member! let's be busy loving each other like this ive-dive!!",Love,Kasih
"mau bikin thread reason why i am fall in love with 13 guys of seventeen. soalnya ini udah menjurus ke sayang sama mereka, udah bukan suka sebagai idola lagi. 1. mereka talented banget! mereka ini self producing, lagu+lirik : vocal grup terutama uji sbg produser",Love,Kasih
"dari sekian banyak komenan army kenapa si s*tan yang ke notice si . emang bener, seberapa baik manusia tetep ada aja yang ga suka, tapi tae jangan khawatir masih banyak army yang sayang tae. ilysm ;3 we love you taehyung",Love,Kasih
sunwoo ga peka itu kuncinya jadi sabar ya eric kedua hakyeon sayang ga gitu konsepnya tapi ya giman ya kalau kamu ngomong sepolos itu jadinya gemes ketiga apakah lu ga sadar sih nu lu tuh suka sama eric tapi lu sikapnya kayak hmz sekali,Love,Kasih
awalnya iseng iseng doang suka eh malah keterusan jadi sayang wkwk,Love,Kasih
"seriously it happened again. aku tau kalo suka sama orang dengan tipe itu ga boleh. tapi suka banget. sering denial, ga ga ini pasti salah. semua ini salah, ga bisa dan gaboleh aku lanjutin. tapi aku ga punya pelarian lain. tapi seriuss it's too sweet. akkkk, why it happened",Love,Kasih
kebiasaan deh kasur suka posesif banget.,Love,Kasih
cinta mati banget sama yang namanya pizza,Love,Kasih
suka semua tapi closer fav banget,Love,Kasih
"10/10 cuma filmnya yuki kato yg buat gue wajib masuk bioskop, hanya menurut gue dia kurang pintar pilih project. sayang banget aktingnya yg luar biasa itu, berharap yuki bisa main di film yg berkualitas dan di dukung dari semua sisi, suka banget skil akting dia",Love,Kasih
serius ibu nya suka begitu ini sayang hati hati *ngasih karung beras*,Love,Kasih
baru seminggu vegie kangen banget dah makan ayam goyeng. terakhir makan ayam di kereta beli ayam mekdi yg spicy di st gambir maem bareng ayang nyuapin ayang padahal dia gak terlalu suka ayam tapi karna w mau mekdi doi mau gak mau ikut makan. sekarang dia seneng w gak makan ayam.,Love,Kasih
done bismilah makasih giveawaynya kak semoga sehat selalu panjang umur dan banyak rezekinya amin jangan lupa istirahat dan jaga kesehatan ya kak mau jeno ecan jga gapapa kak yang penting di kasih semuanya suka kak,Love,Kasih
"mau bikin list aktor dan aktris china kesukaan dah, soalnya aku orangnya suka lupaan namanya mereka haha :')",Love,Kasih
"dk jg kirain cool and calm namja tp bagong bgt ya kak huhu dk ilysm makasih udh suka kasih hiburantt the8 kalem begitu savage abiezt jun haha junn the most random keknya selalu menebar tawa kaya ada aja tingkahnya, joshua seller prakarya",Love,Kasih
dia kayanya suka banget sama ni kaca ya sering banget foto di kaca ini,Love,Kasih
"boleh nder, soalnya gue juga suka dipanggil sayang sama ibu ibu grosir kalo nganterin emak belanja sembako",Love,Kasih
"obs, aku udah excited banget dari awal, episode 1-3 bahkn aku sampe rewatch karna seru bgt, tp dipertengahan capek, karna aku ga terlalu suka sama drama yg alurnya lambat, kesel sendiri, padahal suka bgt sama choi ung",Love,Kasih
"sherlymu soft bucin banget gila gw suka, canonnya sherly caring ama understanding juga ke liam si cuma sayang scenenya kurang banyak ayo takeuchi-sensei banyakin konten bucin sherly",Love,Kasih
kalo yang beginian sayang banget sih tu,Love,Kasih
"enggak kog. emang kecewa aja sama ini drama dah dari awal banyak drama ga taunya ceritanya gak terlalu seger kayak series pendahulunya. gue suka semua castnya, sayang di alur ceritanya aja.",Love,Kasih
"kaito : sayang, kalau hari minggu suka nonton apa | shin: mm,aku sih sukannya nonton pokemon sama fairy tail, kalau kamu? | kaito: aku sukanya nonton foto kamu karna aku lope you",Love,Kasih
"beneran ta, ini kakak suka banget nih tema, konsepnya nih",Love,Kasih
"nontoon, suka bangt tapi eps sedikit banget trus ji tae kenapa mati",Love,Kasih
sayangku wajamu genit mesra..aku suka banget sayy,Love,Kasih
"kalian pernah punya pacar suka ngutang ga? ntah kepinjol,keluarga dan juga kalian kena, giliran ditagih bilang gaada dan enteng banget kayak gaada plan, betapa nyeselnya dia punya hutang kemantannya, emang si aku ga disuruh bayar, tapi watak nya ternyata bertolak",Love,Kasih
cewek kalo udah syg sm seseorang suka kebangetan tulusnya. makanya pas putus *galau sm susah move on-nya itu loh jg suka kebangetan banget.,Love,Kasih
"aslii suka banget dulu pas masih sd-smp naik becaknya kakek trus penumpangnya aku ama nenek mau kepasar, atau ga kita muter alun2, astaga kangen",Love,Kasih
"t .. thanks berat atas layoutnya, aku jadi cakep banget, adikku suka banget.",Love,Kasih
"mimpi ada abang jual sepatu bagus banget, abangnya ganteng banget. ada yang tau ga suka mangkal dimana? tadi nyesel ga beli",Love,Kasih
"karena varo gemes (dan banyak temen laki gue bilang doi gemes jadi udah teruji kegemesannya dari sudut pandang cewe & cowo), dia perhatian banget & suka nyariin gue, varo demen nge spam juga, orangnya bikin gue penasaran apalagi gue suka banget ngejar seseorang gitu jadi cocok dan gue sayangin bangettt",Love,Kasih
idaman banget nga suka mnum dan nga suka rokok,Love,Kasih
expectation-tani suka org atu dan org atu suka tani balik reality-tani suka org atu pi org yang tani suka ada crush org lain rasanya anjay banget,Love,Kasih
lao yan :') suka banget sama yg modelan gitu meski ngeselin :'),Love,Kasih
pangeran kodok sama siapa ya dulu? ya allah dulu suka banget sama ni sinetron,Love,Kasih
"cewek itu suka berpura-pura dan menutupi semua masalahnya, karena dia gak mau ngerepotin dan bikin khawatir orang yang dia sayang",Love,Kasih
suka banget mv nya! simple tapi ngena dan enak di liat nya!,Love,Kasih
"aku masih mencintaimu, entah karena sayang atau bodoh",Love,Kasih
kami bukan tidak saling menyayangi atau sudah dapat pengganti namun krna besar nya cinta kami smpai kami pun larut dlam hal hal yang buta. cmburu buta marah tanpa alasan egois yang berkelanjutan itu lah yang sedang kami alami maka dri itu kami memilih untuk brhnti sejenak,Love,Kasih
"happy birthday my mom sorry lupa dah saya tak pandai berkata2 cuman mau bilang sehat sehat makasi sudah melahirkan saya keduania ini, maaf selalu bikin marah terus kadang ga bisa ngertiin keadaan mama i love you hahah dahlah telat 5 hari lagi",Love,Kasih
"lo sengaja ya milih guee?! okee jea tu baik bgtt, aneh juga tapii ahaha salting mulu kerjaannya abis tu ngilang. lo bego bgt pas naksir orang, lebih bego dr pd gue pokoknya. bawel bgt anaknya, ga bisa diem. seruu rame bgt pas space triak2 muluu. otw kcb ni boss iloyoo jea",Love,Kasih
"kadang, meski marah atas apa yang telah dilakukan dia yang kamu cinta, kamu tetap tak mampu berhenti mencintainya.",Love,Kasih
"aku marah sama kamu bukan berarti aku galak, tapi aku menegur kesalahan kamu dan ingin kamu berubah lebih baik.",Love,Kasih
"jika seseorang tidak mencintai anda janganlah di benci, karena mungkin akan tumbuh benih cinta kembali",Love,Kasih
"aku kangen tapii kamu bangsat, aku harus kuat.",Love,Kasih
"morning mint, kenalan yuk. kamu kalo aku deketin ada yang marah gak? ;)",Love,Kasih
"demi allah kaget, yaampun. peluk cium muah love youuuu",Love,Kasih
"done all the rules, thanks for the ga aku ijin ikutan yaa wish nya ada di foto, takut kepanjangan happy birthday cutest maknanya i love you ;3 extraordinary day",Love,Kasih
"kaget gue makasih ocell, lope youuuuu",Love,Kasih
"crush gw jgn malu"" buat ngechat gw dah ;3 love u",Love,Kasih
denger lagunya def sunset with you keputer di epicure semarang.. kaget.. dan bangga kwhskshssks ily bestie,Love,Kasih
"aa lucu bgt sannie kalo takut matanya jadi gedee, imutttt :3",Love,Kasih
"denger kamu kecelakaan kaget banget, dan khawatir bagaimana keadaan kamu. aku nggak tau seberapa sakit kamu menghadapi ini semua, tapi percayalah kami selalu ada disampingmu i love you bunny",Love,Kasih
cewek cemburu itu sebenarnya positif. semakin sering cewek cemburu tandanya semakin sayang dia sama lo semakin takut kehilangan lo.,Love,Kasih
"pacaran ga pernah berantem, ga pernah bosen. sayang terus enak juga ya.",Love,Kasih
"biar aku, menanti dirimu, melihatmu, ku rasa bahagia, kau sempurna, kaulah cinta sesungguhnya, kasih sayang ku bukan khayalan dalam rindu,",Love,Kasih
"bestiee happy birthday,bahagia terus ya, sehat terus, jangan galau terus, cakep terus, wish u all the best deh. semoga semua yg baik di dunia datang ke lo. love love uuuu",Love,Kasih
"semangat jalani aktivitas hari ini, ilysm",Love,Kasih
"asaa i lop yu pul monyetku cakepku, sehat-sehat asaa aku cinta kamu really so sangat-sangatt, bahagia terus asaa",Love,Kasih
"njopp aku akan datang membawa cinta untukmu sayank, njopp sedihnya jangan lama-lama, semangat ayang we love u banyak-banyak i'm so proud of you.. really cheer up honey, u deserve better, kamu tersayangg selamanya",Love,Kasih
"good morning gantengnya aku ;3 iya maaf aku baru bangun jadi gabisa nemenin kamu sarapan, makasih loj udah buatin aku sarapan, pasti enak banget apapun buatan ayang aku suka sih *malu*",Love,Kasih
"happy birthday jie semoga sehat dan bahagia selalu ya, pokoknya apapun yang kamu semoga kan semoga tercapai, terima kasih ya jie buat apapun itu ;3 i love youu jiee __,",Love,Kasih
"enak kuenya, love you cintaaa",Love,Kasih
"aku sangat mencintaimu. aku harus melakukan ini, karena aku ngga ingin melihat kebahagiaanmu terhalang oleh ku, semoga kamu bahagia bersamnya.. aku akan tetap menyimpan cintaku terhadapmu, Ily",Love,Kasih
"mimii cowoku si plg keren, its a good news to start my exhausting dayy. im beyond proud of u udh bisa ngelewatin semua sakitnya. mimii, lets make another happy memories again, we can laughing out loud again. aku sayang bgtt sm kamu, kamu jga hrs bahagia sehat selalu",Love,Kasih
"love youuu kaputt, sehat dan bahagia selalu yaa",Love,Kasih
jangan panggil tukang. panggil saja sayang,Love,Kasih
"selamat pagi, matahariku. kamu memberiku kebahagiaan luar biasa. terima kasih telah menjadi orang paling fenomenal di alam semesta. aku sangat mencintaimu.",Love,Kasih
pagi syang2 nya kalyna.. msh ready slott ya dear . ready include/exclude ya bebkuh cuss gercep yuk keep slott kalyn skrng dear sblm full ya! main santai sprti psangan sdri ya . rr by dm or wa y,Love,Kasih
"hari ke 17, selamat pagi safiya, semangat terus ya nak, pagi ini ayah ga kesiangan, nunggu dokter idham dateng, nanti ibu dateng juga ya, semoga kita bisa ketemu semoga ada kabar baik hari ini ya sayang aamiin",Love,Kasih
selamat pagi taehyung. aku mencintaimu. kabarku baik baik saja. apakah kamu sudah makan?,Love,Kasih
mentari tersenyum rindu melihat bunga-bunga menunggu kehangatan kecupan kupu-kupu seperti rasa dalam hatiku aku setia padamu selalu apa kabar hari ini cintaku ! ______________,Love,Kasih
bnr bnr seneng dapat hadiah dari doiiii sayanggg doi,Love,Kasih
nona peramu cinta mengapa dicipta kembali sebuah rasa tumbuh bebas sepertinya tak biasa menulis kumpulan aksara dan berbagai frasa sebagai tanda jika dia meramu cinta,Love,Kasih
"apakah ini pertanda cintaa? getarannya sangat terasa kawan:) hanya melihat senyumnya saja, sudah bisa menaikkan zat glukosa yang ada di tubuhku",Love,Kasih
"kami menyayangi jimin, selalu khawatir dengan kesehatannya, selalu sehat dan baik2 saja, makan teratur, makan nasi jangan makan rameyon, ya",Love,Kasih
"kemarin hari jumat fun banget entah kenapa, jalan bareng sama sahabat sma (kurang lengkap si) tp one thing gue sayang kalian banget, terima kasih ya udh ngeluangin waktu, terutama kalau gue sedih. gabisa dijelasin rasa sayang gue ke sahabat-sahabat terbaik gue. luv u sekebon",Love,Kasih
very kucing t__t lucu banget.. jadi jatuh hati,Love,Kasih
"sampe sekarang gue masih sedih bakal nangis kalo baca liriknya. serelate itu sama kehidupan banyak orang. karya yang di tulis mark beneran bagus banget dan dari segi vocal, rap, semua yang dia lakuin di mv bener keren banget! dan bikin gue bangga sama mark huhu ily",Love,Kasih
"aku engga tahu cara nenangin orang yang ovt, tapi kamu klo emang lagi sedih ya sedih aja gapapa keluarin klo emang buat kamu tenang. klo kamu butuh waktu buat sendiri silahkan, atau minta jangan diganggu dulu. tapi klo kamu butuh ac, silahkan chat ke grup ya. we love you",Love,Kasih
"kamu emang selalu aku tempatin disudut hatiku yg paling sepi, biar gak ada yg bisa nemuin kamu selain aku",Love,Kasih
"happy birthday taehyuni, terima kasih karena udah jdi kesayangan moa moa bkl terus dukung tahyuni dan akan terus berada disamping taehyunie saat sedih dan bahagia sehat terus dan bahagia selalu, jangan lupa istirahat dan makan yang banyak we love you",Love,Kasih
"ketika kamu sedih, kamu boleh tutup matamu, ketika kamu tidur juga kamu boleh tutup matamu, tapi jangan tutup hatimu untukku eakkk",Love,Kasih
"semoga anak2 di jauhin dr orang2 yang jahat sama mereka, semoga di cb kali ini bisa sukses besar dan makin bnyk orang yang kenal mereka dan sayang mereka semua suka sedih kalo ada yang hate mereka apalagi kmrn kaya oci yang anak baik kaya dia aja msh ada orang yang jahat, ily",Love,Kasih
ngeliat teaser wonpil jadi sedih anjir apaan sih sebel tapi sayang,Love,Kasih
"lae ku sayang jangan sedih ya, bentar lagu kau menyusul junjungan mu yang kau bela mati matian kemarin sayang kamu",Love,Kasih
"lockey tetep harus support secret number juga, dan bia nerima member baru juga. iya kita sedih, tp kepikiran ga si sama eonni"" secret number kita mrka skrg harus berjuang lg tanpa denise aa love and support both secret number and denise.",Love,Kasih
"ku tetap membelamu meski kau jahat, karna ku cinta padamu",Love,Kasih
sayang sama chikaa,Love,Kasih
pengabdian yang terpuji meskipun terlihat biasa,Neutral,Netral
baru saja mengirim foto,Neutral,Netral
apa kabar dunia twitter ? masihkah selucu dan seabsurd dulu ?,Neutral,Netral
yah gimana sih yang yaudah susul aku dulu kita sarapan bubur di tempat biasa,Neutral,Netral
saja ka dorg suro beli medium 2 set,Neutral,Netral
"ayo cek koleksinya, temukan angry draken yang unik nftindonesiamendunia _merketplace : skin normal: 0.003 eth",Neutral,Netral
kalau gitu biasa biasa aja dah gua.,Neutral,Netral
"dalam tiap-tiap twit, tak melulu perlu ada pesan moral. kadang yg kita perlukan hanya tersenyum membaca twit lucu tanpa arti, utk memulai hari yg bahagia.",Neutral,Netral
"halo v, apa kabar nih",Neutral,Netral
"pagi ruby, apa kabar?",Neutral,Netral
beredar kabar haji faisal kini mulai pasang tarif rp 5 juta untuk sekali wawancara,Neutral,Netral
"yukk gass, sudah siap mental siapa saja yang mau pergi",Neutral,Netral
"menurut kabar, burung temen ane lagi sakit",Neutral,Netral
"dah biasa sgt kalau dlm mimpi suka buat kecoh, jerit-jerit because ya know mimpi kan selalu opposite dgn perangai biasa kita. tapi masalahnya, tiba-tiba nak menjerit dlm loghat nismilan kat mak cik dan anak dia sbb menyibuk",Neutral,Netral
"oh kalo kfc iya masih ada rasanya, tapi kalo ayam biasa kan.. beda gak sih",Neutral,Netral
dipikir pikir habis dapet kabar baik eh langsung gitu bisa dibalik,Neutral,Netral
baru saja mengirim foto ngaringan klumpit,Neutral,Netral
ternyata bkn aku saja yg diperlakukan seperti itu. cewe lain jg sama specialnya dimata dia,Neutral,Netral
cukup ke spook di banner weapon sekali saja hiks. tapi paling ntar coba 10x pull di engulf.,Neutral,Netral
baru saja mengirim video,Neutral,Netral
"gak aneh kok nder, kamu dom mana? kalau deket ayo nonton bareng aku kutemenin. tapi nonton sendiri juga gak buruk bodoamat aja toh gak kenal. awala"" bingung itu normal banget kok",Neutral,Netral
"pagi moots, gmn kabar kaliaan?",Neutral,Netral
gak ada yang komentar ya..aku saja dah..tapi aq pro situ aja,Neutral,Netral
"hmm.. aku rasa, sekarang aku lebih baik baik saja daripada kemarin. nggak papa.",Neutral,Netral
"min, kalau ada yang mau main badminton bareng. bisa banget join, di gor saratoga sore ini jam 4-6 sore. monggo join saja, trims min.",Neutral,Netral
biasa na nu jiga kieu mah jadi penjahat na jaka sembung ..,Neutral,Netral
"bukan karena kebutuhan, tapi hanya iseng saja. joshua termasuk yang suka bergaul dengan berbagai lapisan masyarakat meskipun jika sudah puas akan menghilang begitu saja. ""alright."" joshua menyelesaikan pencukuran itu. ia segera mengambil sabun khusus dan membersihkan dada gori.",Neutral,Netral
"benda paling sakti saat ini bukan nuklir tapi doit..ia bisa do it..do apa saja,,hampir semuanya bisa dibeli..",Neutral,Netral
"ingat mereka tetap akan menjadi orang baik. mungkin saat kamu dibuat hancur oleh mereka, mereka sedang tidak tau apa yang mereka perbuat. tuhan saja selalu memberikan pengampunan untuk kita manusia. masa kita sesama mamusia tidak bisa saling mengampuni.",Neutral,Netral
"bahkan ruu-nya saja ada yg menentang kayak..ah sudahlah, gw mau muaythai aja biar bisa melindungi diri sendiri~",Neutral,Netral
pagi yang normal dan sejuk,Neutral,Netral
beragama tetapi menganggap mencuri menjadi biasa dengan dalih lele nya kabur lalu saya ambil saja daripada mati di jalan. miris,Neutral,Netral
fuh i know flexi lembap ..tambah2 from em to wm.. seller ckp dia post 31/1.. 3 feb baru proses..ha pastu sangkutlah sampai sudah..lain kali informlah sblom post tu kalau pakai flexi courier lain yg normal if tak inform i tak kisah sbb duration dia tak mcm flexi..,Neutral,Netral
untung sudah biasa ngurus apa apa sendiri yaa. plus point for me,Neutral,Netral
baru saja mengirim foto special region of yogyakarta,Neutral,Netral
"ga biasa sarapann, adin?",Neutral,Netral
"jangan takut mencinta, hanya karena pernah terluka. cinta sejati tak datang begitu saja, tapi melalui proses sedih dan tawa bersama.",Neutral,Netral
"lagi males bales pesan wa, mau deact tp komunikasi cuma disitu. jangan smpai tangan gatel buka wa kalau ga urgent deh beneran muales",Neutral,Netral
"hai, apa kabar ? ak harap km baik baik saja disana",Neutral,Netral
biasa aja,Neutral,Netral
g biasa srpan raa,Neutral,Netral
"jika merasa berat melupakan masa lalu, ringankan saja dengan mengingat masa depan bersama orang yang ada disampingmu saat ini.",Neutral,Netral
"mung piala ciki, fokus ucl",Neutral,Netral
"diem bukan berrti aku limbad, bisa saja sy ijat :)",Neutral,Netral
"4. saling menjaga juga berlaku untuk menjaga pernikahan, ya jelas tentu saja 5. memastikan istri bahagia, bukan cuma nerimo? kurang tepat, memastikan keluarga bahagia, semua pihak bagahia gk cm istri, tp suami, dan anak",Neutral,Netral
"biasa aja tauu, gantengan juga kamu",Neutral,Netral
macam biasa la. cari xtvt,Neutral,Netral
semalem disaat hampir tengah malem ku dibuat teriak2 gajelas sama si golden maknae nya krn liat ini yaampun sumpah yaa jungkook suka bgt bikin jantung anak gadis tdk baik2 saja,Neutral,Netral
mantap saja pak erick thohir,Neutral,Netral
"ijab qobul jagalah anaku spt engkau jaga ibumu, sayangi dia, cintai dia dan bimbing dia di jalan yg benar. bila engkau bosan jgn tinggalkan dia sendiri, bila marah jgn kau sakiti, kembalikan saja padaku pada keluargaku, selama aq masih hidup pasti ku terima kembali. kata bpk",Neutral,Netral
"di aku ngaruh, pake pas malem mau tidur besoknya udah normal agak mendingan",Neutral,Netral
biasanya ka nambah shipping dr supplier ke wh nya saja ka tambahannya 300 won selebihnya untuk ekspedisi tax tetep sharing sm barang ku yg lain,Neutral,Netral
gue ngantuk bgt kenapa ya? jam tidur dan jam bangun seperti biasa padahal,Neutral,Netral
kalau belum biasa masukin pc ke insleeve mending beli uk 6x9,Neutral,Netral
mode biasa mode mengintai,Neutral,Netral
"kabar baik juga, udh srpan belum nie ??",Neutral,Netral
5f orang yg suka mengganggu biarkan saja. mbak. yu nanti jika dia capek lak yo berhenti sendiri atau diam karena kelelahan..,Neutral,Netral
"yaahh dinikmati saja kalo kaya gituu, selagi masih ada orangnya disayang sayang aja",Neutral,Netral
bedsheet tu kan.. biasa beli queen je ke?? kalau dia pakai katil king guane?,Neutral,Netral
